PUBUKPRN,KISCOURSEID,TAverage
10007851,W2203,292
10007851,W2213,335
10007851,W2224M,290
10007851,W2303,276
10007851,W2413,248
10007851,W3403,302
10007851,W4403,295
10007851,W4433,301
10007851,W6153,284
10007851,W6173,302
10007851,W6184M,296
10007851,W6193,296
10007851,W6233,253
10007851,W6403,316
10007851,W6503,314
10007851,W8003,285
10007851,X1003_4YR,341
10007851,X1513,326
10007851,X3003,285
10007851,X3103,290
10007852,2W1A,451
10007852,4R3W,451
10007852,7U8Y,451
10007852,A100,533
10007852,A200,488
10007852,B100,465
10007852,B110,449
10007852,B110,418
10007852,B140,451
10007852,B210,480
10007852,B730,299
10007852,B740F,265
10007852,B740T,265
10007852,B750,394
10007852,B760,289
10007852,B900,488
10007852,C100,340
10007852,C500,418
10007852,C700,436
10007852,C720,349
10007852,C800,379
10007852,C801,400
10007852,C8R1,368
10007852,C8R1,402
10007852,C8R2,402
10007852,C8R2,368
10007852,C8R4,368
10007852,C8R4,402
10007852,C8RA,368
10007852,C8RA,402
10007852,C8RG,402
10007852,C8RL,368
10007852,C8RL,402
10007852,CG11,432
10007852,CG81,432
10007852,CG81,402
10007852,CL82,411
10007852,CL82,402
10007852,CL87,402
10007852,CL87,410
10007852,CQ83,374
10007852,CQ83,402
10007852,CR88,368
10007852,CR88,402
10007852,CV81,358
10007852,CV81,402
10007852,CV85,402
10007852,CV85,376
10007852,F151,442
10007852,F300,337
10007852,F303,423
10007852,F750,402
10007852,F800,387
10007852,FG31,370
10007852,FG31,432
10007852,FH32,410
10007852,FH3F,410
10007852,FL46,475
10007852,FL77,402
10007852,FL77,410
10007852,FL7R,402
10007852,FL7R,410
10007852,G100,434
10007852,G101,432
10007852,G400,423
10007852,G410,347
10007852,GC11,432
10007852,GL11,432
10007852,GL11,356
10007852,GLD1,432
10007852,GLD1,356
10007852,GN14,432
10007852,GN14,373
10007852,GQ13,432
10007852,GQ13,374
10007852,H200,390
10007852,H201,461
10007852,H300,414
10007852,H301,410
10007852,H301,422
10007852,H600,410
10007852,HF63,370
10007852,HF63,410
10007852,I140,347
10007852,K100,417
10007852,K104,416
10007852,K410,416
10007852,L0N0,411
10007852,L0N0,356
10007852,L0N0,376
10007852,L100,356
10007852,L101,356
10007852,L111,356
10007852,L114,356
10007852,L1N5,356
10007852,L1N5,376
10007852,L1R1,368
10007852,L1R1,356
10007852,L1R2,368
10007852,L1R2,356
10007852,L1R4,368
10007852,L1R4,356
10007852,L1RC,368
10007852,L1RC,356
10007852,L1RF,368
10007852,L1RF,356
10007852,L1RK,368
10007852,L1RK,356
10007852,L200,368
10007852,L245,411
10007852,L246,411
10007852,L250,368
10007852,L2Q9,368
10007852,L2Q9,411
10007852,L2R1,368
10007852,L2R1,411
10007852,L2R2,368
10007852,L2R2,411
10007852,L2R4,368
10007852,L2R4,411
10007852,L2RC,368
10007852,L2RC,411
10007852,L2RF,368
10007852,L2RF,411
10007852,L2RK,368
10007852,L2RK,411
10007852,L3T6,411
10007852,L3T6,368
10007852,L500,354
10007852,L700,404
10007852,L7R1,368
10007852,L7R1,410
10007852,L7R2,368
10007852,L7R2,410
10007852,L7R4,368
10007852,L7R4,410
10007852,LF77,402
10007852,LK14,356
10007852,LK14,416
10007852,LK74,416
10007852,LK74,410
10007852,LL12,411
10007852,LL12,356
10007852,LL72,411
10007852,LL72,410
10007852,LLD2,411
10007852,LLD2,356
10007852,LLN0,356
10007852,LLN0,376
10007852,LLN0,410
10007852,LN15,356
10007852,LN15,376
10007852,LNC0,356
10007852,LNC0,376
10007852,LNC0,402
10007852,LNG0,432
10007852,LNG0,356
10007852,LNG0,376
10007852,LNR0,368
10007852,LNR0,356
10007852,LNR0,376
10007852,LNV0,356
10007852,LNV0,376
10007852,LNV0,358
10007852,LQ23,411
10007852,LQ23,374
10007852,LR18,368
10007852,LR18,356
10007852,LR28,368
10007852,LR28,411
10007852,LR78,368
10007852,LR78,410
10007852,LRN0,368
10007852,LRN0,356
10007852,LRN0,376
10007852,LV11,356
10007852,LV11,358
10007852,LV21,404
10007852,LV25,376
10007852,LV25,411
10007852,LV2C,411
10007852,LV2C,358
10007852,LV71,410
10007852,LV71,358
10007852,M101,451
10007852,M104,451
10007852,M111,430
10007852,M114,469
10007852,M190,449
10007852,M1R1,451
10007852,M1R1,368
10007852,M1R2,368
10007852,M1R2,451
10007852,M1R4,451
10007852,M1R4,368
10007852,M1RC,451
10007852,M1RC,368
10007852,M1RF,368
10007852,M1RF,451
10007852,M1RK,451
10007852,M1RK,368
10007852,N120,378
10007852,N122,378
10007852,N1G9,378
10007852,N1N3,366
10007852,N1N3,378
10007852,N1N5,376
10007852,N1N5,378
10007852,N1NM,378
10007852,N1R1,368
10007852,N1R1,378
10007852,N1R2,368
10007852,N1R2,378
10007852,N1R4,368
10007852,N1R4,378
10007852,N1RD,368
10007852,N1RD,378
10007852,N1RG,368
10007852,N1RG,378
10007852,N1RL,368
10007852,N1RL,378
10007852,N200,390
10007852,N300,366
10007852,N390,366
10007852,N400,373
10007852,N410,366
10007852,N410,373
10007852,NF17,378
10007852,NL12,411
10007852,NL12,378
10007852,NN1H,366
10007852,NN1H,378
10007852,NN24,378
10007852,Q300,387
10007852,Q3H4,374
10007852,Q3H4,368
10007852,Q3R1,368
10007852,Q3R1,374
10007852,Q3R2,374
10007852,Q3R2,368
10007852,Q3R4,368
10007852,Q3R4,374
10007852,QR38,368
10007852,QR38,374
10007852,QV31,374
10007852,QV31,358
10007852,QV35,376
10007852,QV35,374
10007852,QW36,392
10007852,QW38,368
10007852,RLN0,376
10007852,RLN0,356
10007852,RLN0,368
10007852,RNL0,376
10007852,RNL0,356
10007852,RNL0,368
10007852,RR89,368
10007852,RV81,368
10007852,RV81,358
10007852,RV85,376
10007852,RV85,368
10007852,V140,355
10007852,V1R1,368
10007852,V1R1,358
10007852,V1R2,358
10007852,V1R2,368
10007852,V1R4,358
10007852,V1R4,368
10007852,V212,358
10007852,V2R1,358
10007852,V2R1,368
10007852,V2R2,368
10007852,V2R2,358
10007852,V2R4,368
10007852,V2R4,358
10007852,V4W2,368
10007852,V4W2,358
10007852,V500,376
10007852,V501,376
10007852,V5R1,368
10007852,V5R1,376
10007852,V5R2,376
10007852,V5R2,368
10007852,V5R4,376
10007852,V5R4,368
10007852,V8U9,376
10007852,V8U9,368
10007852,VL5G,376
10007852,VL5G,411
10007852,VP53,376
10007852,VR51,376
10007852,VR51,368
10007852,VR52,376
10007852,VR52,368
10007852,VR54,376
10007852,VR54,368
10007852,VV15,358
10007852,VV15,376
10007852,VWL0,404
10007852,W100,402
10007852,W210,394
10007852,W220,394
10007852,W231,394
10007852,W240,394
10007852,W250,394
10007852,W280,421
10007852,W690,402
10007852,W690,421
10007852,W720,394
10007852,WG24,379
10007852,WV15,402
10007852,WV15,376
10007852,X390,337
10007854,015L,248
10007854,41HR,320
10007854,56D2,250
10007854,56F1,308
10007854,6G72,264
10007854,6HJ3,308
10007854,707W,240
10007854,71P2,307
10007854,853R,276
10007854,8GF3,264
10007854,B130,305
10007854,B390,270
10007854,B402,368
10007854,B490,343
10007854,B620,396
10007854,B840,270
10007854,B900,294
10007854,B910,284
10007854,B985,322
10007854,C600,345
10007854,C601,354
10007854,C602,324
10007854,C603,336
10007854,C604,358
10007854,C607,390
10007854,C690,354
10007854,C800,304
10007854,CN62,294
10007854,D3K2,276
10007854,D600,266
10007854,D616,259
10007854,D93T,307
10007854,G400,322
10007854,G5N1,259
10007854,G600,293
10007854,J42W,264
10007854,K450,337
10007854,K491,337
10007854,L100,244
10007854,L101,218
10007854,L501,322
10007854,L511,262
10007854,LN13,248
10007854,N110,282
10007854,N191,287
10007854,N1GM,287
10007854,N1M1,287
10007854,N1N3,260
10007854,N1NM,287
10007854,N1NP,283
10007854,N220,288
10007854,N400,280
10007854,N500,282
10007854,N801,305
10007854,N820,274
10007854,N891,305
10007854,N892,288
10007854,NN12,288
10007854,NN28,266
10007854,NN43,265
10007854,QP33,280
10007854,QW34,264
10007854,QW38,276
10007854,RD43,307
10007854,TYC3,276
10007854,UT9H,358
10007854,W100,330
10007854,W210,263
10007854,W220,297
10007854,W231,336
10007854,W232,268
10007854,W240,302
10007854,W241,280
10007854,W290,276
10007854,W291,304
10007854,X300,320
10007854,X320,212
10007854,XB39,291
10007854,XQ33,250
10007854,XQ34,307
10007854,XQ35,303
10007854,XQ3M,291
10007854,XW33,292
10007854,XW34,307
10007855,BAHA3XXTALEACYM,295
10007855,BAHA3XXTALEACYM,316
10007855,BAHA3XXTALTACYM,335
10007855,BAHA3XXTALTACYM,295
10007855,BAHA3XXTAMEACYM,295
10007855,BAHA3XXTAMEACYM,306
10007855,BAHA3XXTCLIACYM,295
10007855,BAHA3XXTCLIACYM,305
10007855,BAHA3XXTCLSACYM,295
10007855,BAHA3XXTCLSACYM,293
10007855,BAHA3XXTCYMS,295
10007855,BAHA3XXTENLACYM,295
10007855,BAHA3XXTENLACYM,316
10007855,BAHA3XXTGEOACYM,295
10007855,BAHA3XXTGEOACYM,310
10007855,BAHA3XXTHIHACYM,295
10007855,BAHA3XXTHIHACYM,305
10007855,BAHA3XXTPOLACYM,295
10007855,BAHA3XXTPOLACYM,266
10007855,BAHA3XXTSCDACYM,295
10007855,BAHA3XXTSCDACYM,320
10007855,BAHA3XXXALEAALO,335
10007855,BAHA3XXXALEAALO,316
10007855,BAHA3XXXALEACYM,295
10007855,BAHA3XXXALEACYM,316
10007855,BAHA3XXXALEAENI,342
10007855,BAHA3XXXALES,322
10007855,BAHA3XXXALPS,316
10007855,BAHA3XXXALTACYM,335
10007855,BAHA3XXXALTACYM,295
10007855,BAHA3XXXAMEACYM,295
10007855,BAHA3XXXAMEACYM,306
10007855,BAHA3XXXAMEAGEO,306
10007855,BAHA3XXXAMEAGEO,310
10007855,BAHA3XXXAMEAHIH,305
10007855,BAHA3XXXAMEAHIH,306
10007855,BAHA3XXXAMEAPOL,266
10007855,BAHA3XXXAMEAPOL,306
10007855,BAHA3XXXAMES,306
10007855,BAHA3XXXCLAS,293
10007855,BAHA3XXXCLEACLI,291
10007855,BAHA3XXXCLEACLS,293
10007855,BAHA3XXXCLEACLS,297
10007855,BAHA3XXXCLES,297
10007855,BAHA3XXXCLIACLG,293
10007855,BAHA3XXXCLIACLL,293
10007855,BAHA3XXXCLIACYM,305
10007855,BAHA3XXXCLIACYM,295
10007855,BAHA3XXXCLIAENL,293
10007855,BAHA3XXXCLIAENL,316
10007855,BAHA3XXXCLIAHIH,312
10007855,BAHA3XXXCLIAHIV,305
10007855,BAHA3XXXCLIAHIV,293
10007855,BAHA3XXXCLIAPOL,293
10007855,BAHA3XXXCLIAPOL,266
10007855,BAHA3XXXCLIS,292
10007855,BAHA3XXXCLSAALE,293
10007855,BAHA3XXXCLSAALE,316
10007855,BAHA3XXXCLSACLG,293
10007855,BAHA3XXXCLSACLL,293
10007855,BAHA3XXXCLSACYM,295
10007855,BAHA3XXXCLSACYM,293
10007855,BAHA3XXXCLSAENL,293
10007855,BAHA3XXXCLSAENL,316
10007855,BAHA3XXXCLSAHIH,293
10007855,BAHA3XXXCLSAHIH,305
10007855,BAHA3XXXCLSAHIV,293
10007855,BAHA3XXXCLSAHIV,305
10007855,BAHA3XXXCLSS,293
10007855,BAHA3XXXCYMS,295
10007855,BAHA3XXXCYMWASCDW,295
10007855,BAHA3XXXCYMWASCDW,320
10007855,BAHA3XXXENLAALO,335
10007855,BAHA3XXXENLAALO,316
10007855,BAHA3XXXENLAAME,306
10007855,BAHA3XXXENLAAME,316
10007855,BAHA3XXXENLACYM,295
10007855,BAHA3XXXENLACYM,316
10007855,BAHA3XXXENLAHIH,316
10007855,BAHA3XXXENLAHIH,305
10007855,BAHA3XXXENLAHIV,316
10007855,BAHA3XXXENLAHIV,305
10007855,BAHA3XXXENLS,326
10007855,BAHA3XXXENLWENC,316
10007855,BAHA3XXXENLWSOG,350
10007855,BAHA3XXXENLWSOG,316
10007855,BAHA3XXXGEOACYM,295
10007855,BAHA3XXXGEOACYM,310
10007855,BAHA3XXXGEOAENL,310
10007855,BAHA3XXXGEOAENL,316
10007855,BAHA3XXXGEOAHIH,305
10007855,BAHA3XXXGEOAHIH,310
10007855,BAHA3XXXGEOS,312
10007855,BAHA3XXXHIHACLL,305
10007855,BAHA3XXXHIHACLL,293
10007855,BAHA3XXXHIHACYM,295
10007855,BAHA3XXXHIHACYM,305
10007855,BAHA3XXXHIHAHIV,305
10007855,BAHA3XXXHIHAPOL,318
10007855,BAHA3XXXHIHASPO,305
10007855,BAHA3XXXHIHASPO,349
10007855,BAHA3XXXHIHS,305
10007855,BAHA3XXXHIMS,331
10007855,BAHA3XXXHIWS,204
10007855,BAHA3XXXMLCS,316
10007855,BAHA3XXXMLCS,305
10007855,BAHA3XXXPOCS,266
10007855,BAHA3XXXPOIAHID,286
10007855,BAHA3XXXPOIS,276
10007855,BAHA3XXXPOLACYM,266
10007855,BAHA3XXXPOLACYM,295
10007855,BAHA3XXXPOLAENL,266
10007855,BAHA3XXXPOLAENL,316
10007855,BAHA3XXXPOLASPO,349
10007855,BAHA3XXXPOLASPO,266
10007855,BAHA3XXXPOLS,292
10007855,BAHA3XXXSCCS,307
10007855,BAHA3XXXSCDAENL,320
10007855,BAHA3XXXSCDAENL,316
10007855,BAHA3XXXSCWS,320
10007855,BAHA3XXXSCWS,320
10007855,BAHA4XSSALEAHSS,284
10007855,BAHA4XSSALEAHSS,316
10007855,BAHA4XSSALES,316
10007855,BAHA4XSSAMEAENL,306
10007855,BAHA4XSSAMEAENL,316
10007855,BAHA4XSSAMEAGEO,306
10007855,BAHA4XSSAMEAGEO,310
10007855,BAHA4XSSAMEAHIH,341
10007855,BAHA4XSSAMEAPOL,306
10007855,BAHA4XSSAMEAPOL,266
10007855,BAHA4XSSAMES,301
10007855,BAHA4XSSCLIAFRE,302
10007855,BAHA4XSSCLIAFRE,305
10007855,BAHA4XSSCLIAGRM,284
10007855,BAHA4XSSCLIAGRM,305
10007855,BAHA4XSSCLIAHIH,305
10007855,BAHA4XSSCLIAHSS,284
10007855,BAHA4XSSCLIAHSS,305
10007855,BAHA4XSSCLSAFRE,302
10007855,BAHA4XSSCLSAFRE,293
10007855,BAHA4XSSCLSAGRM,284
10007855,BAHA4XSSCLSAGRM,293
10007855,BAHA4XSSCLSAHIH,293
10007855,BAHA4XSSCLSAHIH,305
10007855,BAHA4XSSENLAALE,316
10007855,BAHA4XSSENLAFRE,302
10007855,BAHA4XSSENLAFRE,316
10007855,BAHA4XSSENLAGRM,284
10007855,BAHA4XSSENLAGRM,316
10007855,BAHA4XSSENLAHIH,316
10007855,BAHA4XSSENLAHIH,305
10007855,BAHA4XSSENLAHSS,284
10007855,BAHA4XSSENLAHSS,316
10007855,BAHA4XSSENLAITA,316
10007855,BAHA4XSSENLAITA,293
10007855,BAHA4XSSENLS,312
10007855,BAHA4XSSENLWSOG,350
10007855,BAHA4XSSENLWSOG,316
10007855,BAHA4XSSFREAALE,302
10007855,BAHA4XSSFREAALE,316
10007855,BAHA4XSSFREAALO,302
10007855,BAHA4XSSFREAALO,335
10007855,BAHA4XSSFREACYM,295
10007855,BAHA4XSSFREACYM,302
10007855,BAHA4XSSFREAGEO,302
10007855,BAHA4XSSFREAGEO,310
10007855,BAHA4XSSFREAGRM,302
10007855,BAHA4XSSFREAGRM,284
10007855,BAHA4XSSFREAHIH,302
10007855,BAHA4XSSFREAHIH,305
10007855,BAHA4XSSFREAHSS,342
10007855,BAHA4XSSFREAITA,302
10007855,BAHA4XSSFREAITA,293
10007855,BAHA4XSSFREAPOL,302
10007855,BAHA4XSSFREAPOL,266
10007855,BAHA4XSSFREASCF,302
10007855,BAHA4XSSFREASCF,320
10007855,BAHA4XSSFRES,270
10007855,BAHA4XSSGEOAGRM,284
10007855,BAHA4XSSGEOAGRM,310
10007855,BAHA4XSSGEOAHSS,284
10007855,BAHA4XSSGEOAHSS,310
10007855,BAHA4XSSGRMAALE,284
10007855,BAHA4XSSGRMAALE,316
10007855,BAHA4XSSGRMAALO,335
10007855,BAHA4XSSGRMAALO,284
10007855,BAHA4XSSGRMACYM,295
10007855,BAHA4XSSGRMACYM,284
10007855,BAHA4XSSGRMAHIH,305
10007855,BAHA4XSSGRMAHIH,284
10007855,BAHA4XSSGRMAHSS,284
10007855,BAHA4XSSGRMAHSS,284
10007855,BAHA4XSSGRMAITA,284
10007855,BAHA4XSSGRMAITA,293
10007855,BAHA4XSSGRMAPOL,284
10007855,BAHA4XSSGRMAPOL,266
10007855,BAHA4XSSGRMASCF,284
10007855,BAHA4XSSGRMASCF,320
10007855,BAHA4XSSGRMS,284
10007855,BAHA4XSSHIHAHIV,305
10007855,BAHA4XSSHIHAHSS,305
10007855,BAHA4XSSHIHAHSS,284
10007855,BAHA4XSSHIHAITA,293
10007855,BAHA4XSSHIHAITA,305
10007855,BAHA4XSSHIHAPOL,266
10007855,BAHA4XSSHIHAPOL,305
10007855,BAHA4XSSHIHS,286
10007855,BAHA4XSSHSSAALO,284
10007855,BAHA4XSSHSSAALO,335
10007855,BAHA4XSSHSSACYM,295
10007855,BAHA4XSSHSSACYM,284
10007855,BAHA4XSSHSSASCF,320
10007855,BAHA4XSSHSSASCF,284
10007855,BAHA4XSSHSSS,262
10007855,BAHA4XSSITAAALE,316
10007855,BAHA4XSSITAAALE,293
10007855,BAHA4XSSITAAALO,335
10007855,BAHA4XSSITAAALO,293
10007855,BAHA4XSSITAAHSS,293
10007855,BAHA4XSSITAAHSS,284
10007855,BAHA4XSSITAASCF,320
10007855,BAHA4XSSITAASCF,293
10007855,BAHA4XSSMLMS,293
10007855,BAHA4XSSPOIAAME,266
10007855,BAHA4XSSPOIAAME,306
10007855,BAHA4XSSPOIWFRE,302
10007855,BAHA4XSSPOIWFRE,266
10007855,BAHA4XSSPOIWGRM,266
10007855,BAHA4XSSPOIWGRM,284
10007855,BAHA4XSSPOIWHSS,266
10007855,BAHA4XSSPOIWHSS,284
10007855,BAHA4XSSPOLAHSS,266
10007855,BAHA4XSSPOLAHSS,284
10007855,BAHA4XSSSCDAFRE,302
10007855,BAHA4XSSSCDAFRE,320
10007855,BAHA4XSSSCDAGRM,284
10007855,BAHA4XSSSCDAGRM,320
10007855,BAHA4XSSSCDAHSS,284
10007855,BAHA4XSSSCDAHSS,320
10007855,BAHA4XSSSCTS,305
10007855,BAHE3XXXGEHS,312
10007855,BAHS4XIIGEHS,310
10007855,BAHS4XIIGEOS,310
10007855,BEHE3XXXCIVS,331
10007855,BEHE3XXXEEES,320
10007855,BEHE3XXXEGAS,350
10007855,BEHE3XXXEGBS,314
10007855,BEHE3XXXEGES,314
10007855,BEHE3XXXEGLS,292
10007855,BEHE3XXXEGTS,274
10007855,BEHE3XXXMECS,327
10007855,BEHE3XXXMTSS,265
10007855,BEHE4FXFCIVS,258
10007855,BEHE4FXFEEES,255
10007855,BEHE4FXFEGAS,265
10007855,BEHE4FXFEGBS,242
10007855,BEHE4FXFEGES,314
10007855,BEHE4FXFEGLS,309
10007855,BEHE4FXFFEGS,242
10007855,BEHE4FXFMECS,254
10007855,BEHE4FXFMTSS,274
10007855,BEHE4XIICIVS,344
10007855,BEHE4XIIEGAS,335
10007855,BEHE4XIIEGBS,316
10007855,BEHE4XIIEGES,314
10007855,BEHE4XIIEGLS,309
10007855,BEHE4XIIMECS,332
10007855,BEHE4XIIMTSS,274
10007855,BEHE4XSSEEES,300
10007855,BEHE4XSSMECAS,309
10007855,BEHE4XSSMECS,309
10007855,BEHE4XSSMTSS,274
10007855,BMHD3XXXSHTS,344
10007855,BSHB3XXXAFAS,289
10007855,BSHB3XXXAFFS,289
10007855,BSHB3XXXEBACS,288
10007855,BSHB3XXXEBBAS,310
10007855,BSHB3XXXEBCOS,310
10007855,BSHB3XXXEBEBS,310
10007855,BSHB3XXXEBGHS,310
10007855,BSHB3XXXEBGIS,310
10007855,BSHB3XXXEBGKS,325
10007855,BSHB3XXXEBGOS,310
10007855,BSHB3XXXEBGS,307
10007855,BSHB3XXXEBHRS,310
10007855,BSHB3XXXECABS,282
10007855,BSHB3XXXECAFS,282
10007855,BSHB3XXXECRS,288
10007855,BSHB4X22EBCOS,310
10007855,BSHB4X22EBGOS,310
10007855,BSHB4XIIAFAS,289
10007855,BSHB4XIIAFFS,289
10007855,BSHB4XIIEBACS,289
10007855,BSHB4XIIEBACS,289
10007855,BSHB4XIIEBBAS,310
10007855,BSHB4XIIEBCOS,310
10007855,BSHB4XIIEBEBS,310
10007855,BSHB4XIIEBGHS,310
10007855,BSHB4XIIEBGIS,310
10007855,BSHB4XIIEBGKS,310
10007855,BSHB4XIIEBGOS,310
10007855,BSHB4XIIEBGS,310
10007855,BSHB4XIIEBHRS,310
10007855,BSHB4XIIECABS,282
10007855,BSHB4XIIECAFS,282
10007855,BSHB4XIIECRS,282
10007855,BSHD3XAXSHNAS,357
10007855,BSHD3XAXSHNASC,357
10007855,BSHD3XCXSHNCS,352
10007855,BSHD3XFXPYMS,379
10007855,BSHD3XFXSHHSS,316
10007855,BSHD3XHXSHAUS,340
10007855,BSHD3XHXSHCPS,350
10007855,BSHD3XHXSHNMS,311
10007855,BSHD3XHXSHRPS,311
10007855,BSHD3XHXSHRSS,340
10007855,BSHD3XMXSHNHS,333
10007855,BSHD3XXXBIBABIG,307
10007855,BSHD3XXXSPOS,354
10007855,BSHD3XXXSSJS,332
10007855,BSHD3XXXSSPAPSC,349
10007855,BSHD3XXXSSPAPSC,335
10007855,BSHD3XXXSSWS,296
10007855,BSHD3XXXSSYASPO,356
10007855,BSHE3XXXGEOASPO,310
10007855,BSHE3XXXGEOASPO,349
10007855,BSHE3XXXGEPS,312
10007855,BSHE3XXXGEYS,312
10007855,BSHS3XXRBISS,338
10007855,BSHS3XXTMATACYM,295
10007855,BSHS3XXTMATACYM,307
10007855,BSHS3XXXBIBS,324
10007855,BSHS3XXXBICS,331
10007855,BSHS3XXXBIDS,324
10007855,BSHS3XXXBIGS,340
10007855,BSHS3XXXBIMS,332
10007855,BSHS3XXXBIOS,318
10007855,BSHS3XXXBIZS,336
10007855,BSHS3XXXCSCS,303
10007855,BSHS3XXXCSFS,292
10007855,BSHS3XXXEDSS,335
10007855,BSHS3XXXGESAGEI,306
10007855,BSHS3XXXGESS,320
10007855,BSHS3XXXMAAS,307
10007855,BSHS3XXXMAFS,307
10007855,BSHS3XXXMAPS,307
10007855,BSHS3XXXMATACYM,295
10007855,BSHS3XXXMATACYM,307
10007855,BSHS3XXXMATAEDS,338
10007855,BSHS3XXXMATS,316
10007855,BSHS3XXXPHNS,311
10007855,BSHS3XXXPHPS,335
10007855,BSHS3XXXPHTS,311
10007855,BSHS3XXXPHYS,310
10007855,BSHS3XXXPSSS,335
10007855,BSHS4FXFBIOS,261
10007855,BSHS4FXFCSCS,240
10007855,BSHS4FXFGESS,214
10007855,BSHS4FXFMATS,263
10007855,BSHS4FXFPHYS,246
10007855,BSHS4XIBIZS,336
10007855,BSHS4XIIBIMS,300
10007855,BSHS4XIIBIOS,300
10007855,BSHS4XIICSCS,292
10007855,BSHS4XIICSFS,292
10007855,BSHS4XIIGEPS,306
10007855,BSHS4XIIGESS,306
10007855,BSHS4XIIGEYS,312
10007855,BSHS4XIIMAFS,307
10007855,BSHS4XIIMATS,307
10007855,BSHS4XIIPHTS,311
10007855,BSHS4XIIPHYS,311
10007855,BSHS4XSSGEES,306
10007855,BSHS4XSSPHYS,311
10007855,LLHB3XXXLABS,314
10007855,LLHB3XXXLACS,314
10007855,LLHB3XXXLAWAAME,314
10007855,LLHB3XXXLAWAAME,306
10007855,LLHB3XXXLAWAHIH,314
10007855,LLHB3XXXLAWAHIH,305
10007855,LLHB3XXXLAWAPOW,266
10007855,LLHB3XXXLAWAPOW,314
10007855,LLHB3XXXLAWASCE,314
10007855,LLHB3XXXLAWASCE,320
10007855,LLHB3XXXLAWASSY,360
10007855,LLHB3XXXLAWS,314
10007855,LLHB4TXTLAWACYM,314
10007855,LLHB4TXTLAWACYM,295
10007855,LLHB4XSSLAWAAME,314
10007855,LLHB4XSSLAWAAME,306
10007855,LLHB4XSSLAWAFRE,302
10007855,LLHB4XSSLAWAFRE,314
10007855,LLHB4XSSLAWAGRM,314
10007855,LLHB4XSSLAWAGRM,284
10007855,LLHB4XSSLAWAHSS,314
10007855,LLHB4XSSLAWAHSS,284
10007855,LLHB4XSSLAWAITA,314
10007855,LLHB4XSSLAWAITA,293
10007855,MEHE4XX4CEHS,358
10007855,MEHE4XX4CIVS,321
10007855,MEHE4XX4CSPS,292
10007855,MEHE4XX4EEES,300
10007855,MEHE4XX4EGAS,419
10007855,MEHE4XX4EGES,314
10007855,MEHE4XX4EGLS,309
10007855,MEHE4XX4MECS,309
10007855,MEHE4XX4MTSS,274
10007855,MEHE5SINCEHS,408
10007855,MEHE5SINCIVS,321
10007855,MEHE5SINCSPS,292
10007855,MEHE5SINEGAS,337
10007855,MEHE5SINEGES,314
10007855,MEHE5SINEGLS,309
10007855,MEHE5SINMECS,309
10007855,MEHE5SINMTSS,274
10007855,MEHE5XS5EEES,300
10007855,MFHS4XX4PHTS,311
10007855,MFHS4XX4PHYS,418
10007855,MFHS5SINPHTS,311
10007855,MFHS5SINPHYS,311
10007855,MFHS5XS5PHYS,311
10007855,MIHM4XX4BIBABIG,325
10007855,MIHM4XX4BIBABIG,340
10007855,MIHM4XX4BIBS,325
10007855,MIHM4XX4BICS,340
10007855,MIHM4XX4BIDS,325
10007855,MIHM4XX4BIGS,340
10007855,MIHS4XX4CSCS,292
10007855,MIHS5SINCSCS,292
10007855,MMHS4XX4MATS,307
10007855,MOHD4XX4SHOSS,316
10007856,BA_23K6,296
10007856,BA_GQ15,332
10007856,BA_GQ15,404
10007856,BA_GR11,332
10007856,BA_GR11,313
10007856,BA_GR12,332
10007856,BA_GR12,303
10007856,BA_GV11,311
10007856,BA_GV11,332
10007856,BA_GW14,332
10007856,BA_GW14,302
10007856,BA_GW16,276
10007856,BA_GW16,291
10007856,BA_GW16,332
10007856,BA_L200,298
10007856,BA_L201,306
10007856,BA_L240,306
10007856,BA_L241,300
10007856,BA_L243,306
10007856,BA_L245,306
10007856,BA_L250,296
10007856,BA_L251,322
10007856,BA_L255,306
10007856,BA_L268,306
10007856,BA_L268,311
10007856,BA_L2L1,306
10007856,BA_L2L1,272
10007856,BA_L2M1,321
10007856,BA_L2M1,306
10007856,BA_L2MC,321
10007856,BA_L2MC,306
10007856,BA_L700,301
10007856,BA_L7L1,295
10007856,BA_L7L1,272
10007856,BA_L7L2,295
10007856,BA_L7L2,306
10007856,BA_L7LF,295
10007856,BA_L7LF,306
10007856,BA_L7N1,290
10007856,BA_L7N1,282
10007856,BA_L7N1,295
10007856,BA_L7X3,296
10007856,BA_L7X3,295
10007856,BA_LL30,306
10007856,BA_LL7F,295
10007856,BA_LL7F,306
10007856,BA_LLR2,306
10007856,BA_LLR2,295
10007856,BA_LLT2,295
10007856,BA_LLT2,306
10007856,BA_LQ25,306
10007856,BA_LQ25,404
10007856,BA_LQ73,326
10007856,BA_LQ73,295
10007856,BA_LQ75,295
10007856,BA_LQ75,404
10007856,BA_LQF3,326
10007856,BA_LQF3,306
10007856,BA_LQF5,306
10007856,BA_LQF5,404
10007856,BA_LR71,313
10007856,BA_LR71,295
10007856,BA_LRF1,313
10007856,BA_LRF1,306
10007856,BA_LRF4,306
10007856,BA_LRF4,344
10007856,BA_LV2H,298
10007856,BA_LV71,295
10007856,BA_LV71,311
10007856,BA_LVF1,306
10007856,BA_LVF1,311
10007856,BA_LVF3,306
10007856,BA_LVF3,311
10007856,BA_LVG1,306
10007856,BA_LVG1,311
10007856,BA_LVG2,311
